Capture-Date,Name,Record,Height,Weight(lbs),Reach,Stance,DOB,Sig. Strikes Landed,Sig. Strikes Accuracy,Sig. Strikes Absorbed,Sig. Strike Defence,Take Down Averge,Take Down Accuracy,Take Down Defense,Submission Averge,
2020-06-25 23:42:12.301902,Robert Sanchez,8-2-0,5-6,125,66,Orthodox,Mar 05 1986,0.96,40%,1.78,46%,3.61,62%,50%,0.7,
2020-06-25 23:42:12.541461,Jesse Sanders,23-7-0,6-0,170,,Orthodox,,0.00,0%,6.45,35%,0.00,0%,50%,0.0,
2020-06-25 23:42:12.818976,Luke Sanders,13-3-0,5-6,135,67,Southpaw,Dec 12 1985,6.00,51%,4.05,54%,0.37,25%,70%,0.4,
2020-06-25 23:42:13.101524,Jerrod Sanders,16-3-0 (1 NC),5-8,135,72,Orthodox,Oct 01 1979,0.88,64%,1.14,46%,2.20,33%,50%,1.6,
2020-06-25 23:42:13.363802,Cory Sandhagen,12-2-0,5-11,135,70,Switch,Apr 20 1992,6.95,48%,4.08,58%,1.20,50%,33%,0.6,
2020-06-25 23:42:13.639271,Hugo Sandoval,2-3-0,,135,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:13.879309,Raul Sandoval,3-3-0,,130,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:14.120875,Joseph Sandoval,7-7-0,5-7,135,,Southpaw,May 11 1986,1.82,42%,12.12,60%,0.00,0%,0%,0.0,
2020-06-25 23:42:14.375853,Hector Sandoval,14-4-0,5-2,125,64,Orthodox,Jul 19 1986,3.31,52%,2.33,65%,3.49,25%,71%,1.4,
2020-06-25 23:42:14.653496,Chris Sanford,5-1-0,5-11,185,,Orthodox,Mar 12 1968,0.23,50%,3.22,17%,0.00,0%,0%,3.5,
2020-06-25 23:42:14.874517,Roldan Sangcha'an,4-2-0,5-4,125,,Orthodox,Dec 04 1990,2.71,46%,2.15,51%,1.94,60%,68%,0.0,
2020-06-25 23:42:15.106698,Yuhi Sano,0-4-0,5-11,243,,Orthodox,Feb 02 1965,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:15.367816,Jonathan Santa Maria,3-4-0,5-9,125,,,,3.60,51%,2.53,74%,0.00,0%,80%,0.0,
2020-06-25 23:42:15.587430,Duda Santana,3-1-0,5-7,145,73,Orthodox,Jan 10 1996,6.01,39%,2.72,73%,6.44,60%,0%,0.0,
2020-06-25 23:42:15.866912,Sean Santella,17-6-1 (1 NC),5-5,125,,,Oct 25 1984,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:16.111113,Jorge Santiago,25-12-0,6-1,170,75,Orthodox,Oct 09 1980,1.69,35%,2.62,56%,0.58,30%,52%,0.8,
2020-06-25 23:42:16.402020,Mike Santiago,19-12-0,5-10,145,69,Orthodox,Jul 28 1989,3.44,49%,3.58,36%,2.66,50%,53%,1.1,
2020-06-25 23:42:16.636243,Will Santiago,9-5-0,5-7,185,,Orthodox,Feb 08 1983,1.47,39%,5.53,56%,1.00,50%,100%,0.0,
2020-06-25 23:42:16.862704,Richie Santiago,7-2-0,5-7,135,67,Southpaw,Oct 10 1992,3.87,49%,4.87,42%,0.00,0%,25%,0.0,
2020-06-25 23:42:17.106940,Jose Santibanez,10-3-0,,155,,,Jan 18 1980,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:17.361418,Art Santore,18-8-0,6-2,185,,,Oct 26 1972,1.40,12%,7.31,52%,0.00,0%,100%,0.0,
2020-06-25 23:42:17.626438,Adriano Santos,0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:17.887480,Paulo Santos,0-3-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:18.128491,Evangelista Santos,21-18-0,5-10,170,76,Orthodox,Dec 12 1977,3.94,36%,6.01,49%,0.78,100%,50%,0.4,
2020-06-25 23:42:18.398658,Luis Santos,63-10-1 (1 NC),6-1,170,,Southpaw,,4.40,57%,4.00,64%,0.00,0%,0%,0.0,
2020-06-25 23:42:18.652369,Iliarde Santos,30-13-1 (1 NC),5-5,125,67,Orthodox,Sep 25 1980,3.00,30%,6.10,57%,1.66,23%,83%,0.0,
2020-06-25 23:42:18.944899,Leonardo Santos,17-4-1,6-0,155,75,Orthodox,Feb 05 1980,2.40,41%,2.58,61%,1.10,25%,86%,0.4,
2020-06-25 23:42:19.240549,Thiago Santos,21-7-0,6-2,205,76,Orthodox,Jan 07 1984,4.44,47%,2.19,57%,0.83,40%,68%,0.1,
2020-06-25 23:42:19.657838,Bruno Santos,15-2-0,5-9,185,,Orthodox,Jul 17 1987,1.18,46%,2.27,56%,3.00,37%,66%,0.3,
2020-06-25 23:42:19.905086,Andre Santos,38-10-0,6-0,170,,,,2.77,34%,4.17,41%,2.50,29%,75%,0.0,
2020-06-25 23:42:20.161960,Gleristone Santos,33-7-0,5-9,145,,,Aug 20 1988,3.40,31%,4.40,64%,0.00,0%,75%,0.0,
2020-06-25 23:42:20.389681,Taila Santos,15-1-0,5-5,125,68,Orthodox,Jun 22 1993,4.23,49%,2.53,63%,1.00,100%,75%,1.0,
2020-06-25 23:42:20.630297,Marilia Santos,10-3-0,5-4,125,,Orthodox,Dec 12 1992,4.40,54%,4.07,53%,1.00,100%,66%,1.0,
2020-06-25 23:42:20.853632,Nick Sanzo,1-1-0,5-9,190,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:21.120922,Bob Sapp,11-20-0,6-5,350,,Orthodox,Sep 22 1974,3.19,55%,1.88,49%,0.58,100%,72%,0.0,
2020-06-25 23:42:21.393518,Daniel Sarafian,10-6-0,5-9,185,73,Orthodox,Aug 21 1982,2.23,46%,3.10,58%,0.36,7%,53%,0.7,
2020-06-25 23:42:21.687231,Diego Saraiva,22-20-1,5-6,155,,Orthodox,Apr 23 1982,1.64,32%,3.58,62%,1.33,40%,0%,0.7,
2020-06-25 23:42:21.960724,Harris Sarmiento,36-26-0,5-9,155,,Orthodox,Sep 09 1983,0.84,25%,3.46,36%,2.36,60%,57%,0.0,
2020-06-25 23:42:22.254951,Alexander Sarnavskiy,35-6-0,5-11,155,,,Jan 17 1989,1.43,66%,2.06,42%,0.00,0%,75%,0.0,
2020-06-25 23:42:22.464445,Yuki Sasaki,25-22-2,6-2,185,,Orthodox,Sep 12 1976,1.09,43%,1.20,57%,0.43,100%,66%,0.0,
2020-06-25 23:42:22.696573,Kyosuke Sasaki,3-7-4,5-7,183,,Southpaw,,0.33,45%,0.93,46%,0.00,0%,0%,0.0,
2020-06-25 23:42:22.934667,Yuta Sasaki,21-6-2,5-10,125,71,Southpaw,Oct 07 1989,2.16,41%,2.50,50%,3.03,43%,41%,1.2,
2020-06-25 23:42:23.263752,Paul Sass,14-2-0,6-0,155,73,Orthodox,Aug 04 1988,0.53,26%,1.90,51%,0.53,16%,33%,7.4,
2020-06-25 23:42:23.555548,Masaaki Satake,1-8-1,6-1,220,,Orthodox,Aug 17 1965,1.40,35%,3.76,41%,0.00,0%,58%,0.0,
2020-06-25 23:42:23.827146,Takenori Sato,19-11-7 (1 NC),5-10,170,,Southpaw,Jun 08 1985,0.46,33%,12.92,9%,0.00,0%,0%,0.0,
2020-06-25 23:42:24.082723,Takashi Sato,15-3-0,5-10,170,73,Southpaw,Jun 09 1990,3.13,36%,5.22,51%,0.82,50%,77%,0.0,
2020-06-25 23:42:24.397121,Jeimeson Saudino,8-5-0,5-6,135,,,Mar 05 1991,0.66,30%,0.82,84%,2.47,50%,0%,2.5,
2020-06-25 23:42:24.644136,Tom Sauer,25-12-0,6-1,263,,,Nov 11 1970,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:24.871741,Townsend Saunders,0-2-0,5-5,170,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:25.108959,Ben Saunders,22-13-2,6-2,170,77,Orthodox,Apr 13 1983,3.23,50%,3.58,51%,0.20,40%,66%,1.3,
2020-06-25 23:42:25.488779,Chad W. Saunders,7-2-0,5-10,170,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:26.037311,Chris Saunders,16-8-0,5-8,155,,,Mar 11 1986,1.48,22%,2.96,75%,3.70,100%,0%,0.0,
2020-06-25 23:42:26.320668,Lumumba Sayers,6-5-0,6-0,185,,,Jun 30 1978,2.54,41%,2.37,48%,7.63,75%,0%,2.5,
2020-06-25 23:42:26.592057,Matt Sayles,8-3-0,5-7,145,68,Orthodox,Feb 21 1994,5.44,42%,3.13,61%,0.00,0%,81%,0.4,
2020-06-25 23:42:26.828095,Mark Scanlon,9-2-0,5-9,170,,Orthodox,,2.20,35%,3.33,48%,3.00,75%,25%,2.0,
2020-06-25 23:42:27.059335,Eric Schafer,14-8-2,6-3,185,76,Orthodox,Sep 20 1977,1.89,34%,3.38,56%,1.81,36%,50%,1.8,
2020-06-25 23:42:27.354899,Kerry Schall,24-13-0 (1 NC),6-2,265,,Orthodox,Aug 09 1971,0.94,11%,4.84,63%,0.00,0%,0%,0.0,
2020-06-25 23:42:27.612551,Eric Schambari,15-6-0,5-11,185,,Orthodox,Apr 22 1978,1.43,42%,1.07,54%,3.00,42%,0%,1.0,
2020-06-25 23:42:27.864675,Brendan Schaub,10-5-0,6-4,245,78,Orthodox,Mar 18 1983,2.92,37%,2.22,57%,2.32,46%,72%,0.4,
2020-06-25 23:42:28.197468,Antonio Schembri,5-5-0,5-9,205,,Orthodox,Jun 01 1974,0.72,26%,2.12,55%,1.31,40%,0%,0.4,
2020-06-25 23:42:28.490631,Fabiano Scherner,11-10-0 (3 NC),6-3,257,,Orthodox,Jun 30 1972,1.31,31%,3.20,38%,1.09,33%,40%,0.0,
2020-06-25 23:42:28.732178,Samy Schiavo,10-6-0,5-8,155,,Orthodox,Dec 24 1975,1.68,34%,2.62,38%,0.94,50%,66%,0.9,
2020-06-25 23:42:28.955395,Pat Schilling,5-2-0,5-8,145,,Orthodox,Aug 28 1988,1.87,26%,8.24,52%,0.00,0%,0%,0.0,
2020-06-25 23:42:29.201570,Joe Schilling,2-5-0,6-3,185,,,,2.84,52%,2.64,48%,0.00,0%,44%,0.0,
2020-06-25 23:42:29.478108,Semmy Schilt,26-14-1,6-10,265,,Orthodox,Oct 27 1973,1.20,50%,1.31,53%,0.00,0%,47%,1.1,
2020-06-25 23:42:29.757429,Adam Schindler,10-6-0,5-8,155,,,May 19 1983,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:30.028822,Daniel Schmitt,2-3-0,,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:30.258501,Colleen Schneider,11-7-0,,135,,,,2.17,48%,2.50,50%,2.50,50%,60%,0.0,
2020-06-25 23:42:30.511731,Matt Schnell,14-5-0,5-8,125,70,Orthodox,Jan 15 1990,3.73,35%,4.07,60%,0.64,33%,53%,1.6,
2020-06-25 23:42:30.792506,Alex Schoenauer,15-10-0,6-3,185,,Orthodox,May 05 1976,1.22,40%,2.27,42%,0.00,0%,22%,4.9,
2020-06-25 23:42:31.013401,Darrill Schoonover,14-8-0,6-2,220,,Orthodox,Jul 18 1985,1.20,33%,4.35,38%,0.00,0%,50%,1.1,
2020-06-25 23:42:31.273153,Bob Schrijber,20-17-1,6-0,240,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:31.541603,Nate Schroeder,11-10-0,6-1,230,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:31.771461,Lacey Schuckman,11-10-0,5-3,125,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:32.034667,Mark Schultz,1-1-0,5-9,200,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:32.275026,Brian Schwartz,1-1-0,6-3,170,,Orthodox,,1.27,44%,0.87,45%,0.00,0%,50%,1.0,
2020-06-25 23:42:32.523523,Eric Schwartz,2-0-0,,205,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:32.763457,Justin Scoggins,11-5-0,5-7,125,66,Southpaw,May 02 1992,3.56,51%,2.16,55%,3.42,63%,82%,0.5,
2020-06-25 23:42:33.055533,Brad Scott,11-6-0,6-1,170,76,Orthodox,Jun 24 1989,3.52,41%,4.31,57%,0.32,15%,63%,0.7,
2020-06-25 23:42:33.326307,Greg Scott,3-4-0,5-9,145,,,,3.90,55%,7.79,37%,11.69,100%,0%,0.0,
2020-06-25 23:42:33.562463,Mike Seal,13-15-1 (1 NC),6-4,185,,Orthodox,,5.50,68%,3.33,50%,0.00,0%,33%,0.0,
2020-06-25 23:42:33.793475,Matt Secor,8-4-0,6-0,170,,,Sep 26 1986,0.51,20%,0.81,50%,3.03,100%,0%,3.0,
2020-06-25 23:42:34.019829,Kenneth Seegrist,4-7-0,6-0,185,,Orthodox,,3.21,66%,1.28,0%,0.00,0%,40%,14.4,
2020-06-25 23:42:34.297119,Neil Seery,16-13-0,5-4,125,64,Orthodox,Aug 30 1979,3.56,41%,3.79,58%,0.78,27%,53%,1.6,
2020-06-25 23:42:34.567530,Rony Sefo,0-2-0,5-9,225,,Orthodox,,0.00,0%,0.43,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:34.888024,Ray Sefo,2-2-0,6-0,240,,Orthodox,Feb 15 1971,0.86,31%,1.71,72%,0.00,0%,66%,0.0,
2020-06-25 23:42:35.185142,Brendan Seguin,23-19-1,6-0,185,,,Jul 03 1976,2.60,45%,0.60,84%,5.00,62%,100%,0.0,
2020-06-25 23:42:35.488388,Stefan Sekulic,12-3-0,6-0,170,75,Southpaw,Feb 12 1992,1.47,37%,2.40,57%,1.00,20%,33%,0.0,
2020-06-25 23:42:35.757893,Pete Sell,10-7-0,5-11,170,75,Orthodox,Aug 05 1982,2.60,42%,3.65,51%,0.91,21%,47%,0.9,
2020-06-25 23:42:36.091606,Andrei Semenov,34-9-2,6-0,185,,Orthodox,Jun 17 1977,0.78,15%,2.44,60%,1.74,80%,55%,0.4,
2020-06-25 23:42:36.404638,Mackens Semerzier,8-4-0 (1 NC),5-9,145,72,Orthodox,Nov 03 1980,2.91,45%,3.48,46%,2.14,50%,50%,2.1,
2020-06-25 23:42:36.691382,Brandon Sene,2-2-0,5-11,205,,,May 21 1981,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:37.056542,Kim In Seok,3-6-0,5-6,145,,Orthodox,,0.87,37%,5.19,60%,0.00,0%,0%,0.0,
2020-06-25 23:42:37.402681,Ray Seraille,8-9-0,6-3,246,,,,5.29,27%,17.65,41%,0.00,0%,0%,0.0,
2020-06-25 23:42:37.688132,Ivan Serati,12-4-0,6-0,205,,Orthodox,,0.86,26%,5.33,29%,0.00,0%,0%,0.0,
2020-06-25 23:42:37.951936,Alex Serdyukov,8-5-0,6-2,170,74,Orthodox,May 24 1980,4.94,48%,3.10,46%,1.84,55%,67%,1.8,
2020-06-25 23:42:38.255232,Nicholas Sergiacomi,1-1-0,,170,,,,4.38,55%,3.94,59%,0.00,0%,0%,0.0,
2020-06-25 23:42:38.465232,Matt Serra,11-7-0,5-6,170,68,Orthodox,Jun 02 1974,1.98,39%,2.64,46%,2.05,20%,38%,0.9,
2020-06-25 23:42:38.861461,Nick Serra,7-3-0,5-9,170,,Orthodox,Mar 27 1978,0.00,0%,1.73,43%,1.00,10%,0%,2.0,
2020-06-25 23:42:39.126766,Adrian Serrano,56-29-4,5-8,170,,,Dec 23 1963,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:39.412358,Fredy Serrano,3-2-0,5-3,125,65,Orthodox,Sep 22 1979,1.58,26%,1.89,61%,2.84,25%,84%,0.0,
2020-06-25 23:42:39.716946,Carl Seumanutafa,10-8-0,6-1,255,,Orthodox,,0.00,0%,3.33,75%,0.00,0%,0%,0.0,
2020-06-25 23:42:39.929683,Dan Severn,101-19-1,6-2,250,,Southpaw,Jun 08 1958,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:40.280125,Rosi Sexton,13-5-0,5-3,135,,Orthodox,Jul 16 1977,3.31,39%,7.42,41%,0.75,10%,80%,0.0,
2020-06-25 23:42:40.610056,Scott Shaffer,0-1-0,5-7,145,,Orthodox,,2.40,67%,0.53,50%,0.00,0%,72%,3.0,
2020-06-25 23:42:40.887682,Edmen Shahbazyan,11-0-0,6-2,185,74,Orthodox,Nov 20 1997,4.11,52%,2.16,62%,6.77,40%,75%,0.8,
2020-06-25 23:42:41.150554,Leon Shahbazyan,7-2-0,6-4,170,74,Orthodox,Nov 18 1995,6.33,52%,8.18,32%,1.46,50%,0%,0.0,
2020-06-25 23:42:41.393971,Kamal Shalorus,9-5-2,5-8,155,68,Orthodox,Aug 27 1972,3.06,32%,2.99,70%,2.07,50%,80%,0.0,
2020-06-25 23:42:41.686962,Ken Shamrock,28-17-2,6-1,205,72,Orthodox,Feb 11 1964,1.47,46%,4.30,39%,0.94,60%,44%,2.5,
2020-06-25 23:42:42.256141,Frank Shamrock,23-10-2,5-10,185,,Orthodox,Dec 08 1972,4.75,53%,4.66,57%,0.35,50%,37%,1.1,
2020-06-25 23:42:42.644907,Jason Sharp,3-3-0,,205,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:43.027648,Eric Shelton,12-6-0,5-6,125,68,Orthodox,Feb 02 1991,2.57,42%,1.88,63%,2.83,51%,46%,0.2,
2020-06-25 23:42:43.293704,Sean Sherk,36-4-1,5-6,155,67,Orthodox,Aug 05 1973,2.17,35%,2.71,55%,4.09,46%,56%,0.4,
2020-06-25 23:42:43.627599,Chase Sherman,15-6-0,6-4,250,78,Orthodox,Nov 16 1989,6.02,45%,5.55,52%,0.00,0%,77%,0.0,
2020-06-25 23:42:43.935918,Valentina Shevchenko,19-3-0,5-5,125,66,Southpaw,Mar 07 1988,3.06,50%,2.12,63%,2.09,54%,77%,0.4,
2020-06-25 23:42:44.066099,Antonina Shevchenko,8-2-0,5-8,125,67,Southpaw,Nov 20 1984,4.09,54%,2.66,55%,0.50,100%,50%,0.8,
2020-06-25 23:42:44.339439,Katsuyori Shibata,4-11-1,6-0,168,,Orthodox,Nov 17 1979,2.06,35%,2.40,53%,0.49,50%,53%,0.7,
2020-06-25 23:42:44.598108,Jake Shields,31-9-1 (1 NC),6-0,170,72,Orthodox,Jan 09 1979,2.45,36%,1.80,56%,2.83,29%,35%,1.2,
2020-06-25 23:42:44.983065,Shunichi Shimizu,30-18-11 (1 NC),5-5,135,,Orthodox,Jan 31 1985,0.14,33%,4.68,30%,0.00,0%,0%,0.0,
2020-06-25 23:42:45.313363,Wade Shipp,11-5-0,6-3,245,,Orthodox,Feb 09 1975,4.29,86%,2.14,0%,0.00,0%,75%,0.0,
2020-06-25 23:42:45.575178,Raja Shippen,18-11-1,5-6,145,,,Oct 07 1986,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:45.816937,Yuya Shirai,26-14-2,5-8,168,,Orthodox,Apr 02 1980,1.02,100%,4.07,55%,0.00,0%,0%,0.0,
2020-06-25 23:42:46.053460,Wes Shivers,7-1-0,6-8,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:46.306537,Alexander Shlemenko,56-9-0 (1 NC),5-11,185,,,May 20 1984,4.36,60%,1.71,63%,0.00,0%,0%,0.0,
2020-06-25 23:42:46.525858,Josh Shockley,11-4-0,6-1,155,,Orthodox,Nov 15 1989,1.40,33%,1.75,60%,0.00,0%,61%,0.8,
2020-06-25 23:42:46.760048,Josh Shockman,6-3-0,6-4,235,,Southpaw,Dec 29 1980,0.87,32%,0.87,58%,0.00,0%,23%,0.0,
2020-06-25 23:42:47.005105,Akira Shoji,14-17-5,5-8,195,,Orthodox,Jan 31 1974,1.03,34%,2.63,53%,1.79,73%,82%,0.4,
2020-06-25 23:42:47.406632,Jack Shore,12-0-0,5-8,135,71,Orthodox,Feb 06 1995,3.58,50%,0.47,83%,4.67,57%,0%,1.2,
2020-06-25 23:42:47.657713,Landon Showalter,11-19-1,6-0,185,,,Jun 14 1976,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:47.898071,Ivan Shtyrkov,15-0-1,6-0,205,74,Orthodox,Jun 09 1988,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:48.259721,Brandon Shuey,7-6-0,5-7,155,,Orthodox,Feb 01 1976,0.68,33%,1.36,0%,0.00,0%,0%,10.2,
2020-06-25 23:42:48.499951,Sam Sicilia,15-8-0,5-8,145,67,Orthodox,Feb 01 1986,2.46,33%,3.55,59%,1.45,43%,70%,0.9,
2020-06-25 23:42:48.805011,Kiril Sidelnikov,11-4-0,5-11,230,,,Aug 17 1988,2.87,28%,4.48,61%,0.00,0%,0%,0.0,
2020-06-25 23:42:49.031813,Steven Siler,29-16-0,5-11,145,70,Orthodox,Feb 15 1987,3.21,41%,2.96,54%,0.47,21%,55%,1.6,
2020-06-25 23:42:49.382515,Siala Siliga,12-5-0,6-1,290,,Orthodox,Oct 08 1970,1.08,26%,1.96,50%,1.47,50%,80%,0.0,
2020-06-25 23:42:49.621469,Xavier Siller,5-5-0,5-5,125,,,Jun 06 1994,1.02,36%,1.53,57%,3.83,100%,0%,0.0,
2020-06-25 23:42:49.887529,Assuerio Silva,16-8-0 (1 NC),5-10,241,,Orthodox,Jun 18 1974,1.42,46%,4.20,54%,2.66,34%,25%,1.8,
2020-06-25 23:42:50.171550,Anderson Silva,34-10-0 (1 NC),6-2,185,77,Southpaw,Apr 14 1975,3.04,62%,1.98,61%,0.52,77%,69%,0.8,
2020-06-25 23:42:50.775470,Wanderlei Silva,35-13-1 (1 NC),5-11,205,74,Orthodox,Jul 03 1976,2.79,40%,2.19,60%,0.97,53%,62%,0.6,
2020-06-25 23:42:51.511927,Thiago Silva,19-6-0 (2 NC),6-2,205,74,Orthodox,Nov 12 1982,3.92,50%,2.55,67%,1.03,47%,70%,0.7,
2020-06-25 23:42:51.885788,Paulo Cesar Silva,2-6-0,7-5,385,,Orthodox,Jul 21 1963,0.40,15%,2.72,47%,0.42,100%,16%,0.4,
2020-06-25 23:42:52.157824,Jean Silva,19-12-3 (1 NC),5-6,160,,Orthodox,Oct 08 1977,0.73,22%,2.93,52%,0.00,0%,0%,0.0,
2020-06-25 23:42:52.434131,Edson Silva,14-12-0 (1 NC),,205,,Orthodox,,2.69,14%,5.37,50%,0.00,0%,0%,0.0,
2020-06-25 23:42:52.830890,Sidney Silva,8-4-0,6-3,170,,Southpaw,Feb 27 1972,2.86,65%,3.30,34%,3.30,100%,0%,0.0,
2020-06-25 23:42:53.406581,Jay Silva,10-11-1,6-2,185,,Southpaw,,1.13,34%,3.07,40%,0.00,0%,38%,1.0,
2020-06-25 23:42:53.651520,Antonio Silva,19-12-1,6-4,264,82,Orthodox,Sep 14 1979,2.89,45%,3.09,50%,0.82,29%,66%,0.8,
2020-06-25 23:42:54.063831,Fabio Silva,1-8-0,5-11,205,,Orthodox,Mar 31 1982,0.09,11%,5.90,38%,0.00,0%,0%,0.0,
2020-06-25 23:42:54.292664,Erick Silva,19-9-0 (1 NC),6-0,170,74,Orthodox,Jun 21 1984,2.50,48%,4.18,49%,0.85,35%,56%,1.4,
2020-06-25 23:42:54.615255,Leandro Silva,20-6-1 (1 NC),5-9,155,72,Orthodox,Nov 11 1985,2.39,48%,2.08,63%,1.76,37%,65%,0.4,
2020-06-25 23:42:54.913079,Claudio Silva,14-1-0,5-11,170,71,Southpaw,Sep 06 1982,2.80,51%,2.17,45%,3.32,33%,50%,2.1,
2020-06-25 23:42:55.196553,Wagner Silva,6-3-0,6-0,170,,Orthodox,Feb 07 1987,1.69,29%,2.87,65%,0.00,0%,58%,0.0,
2020-06-25 23:42:55.470267,Rafael Silva,28-6-0,5-7,135,,,Mar 20 1985,0.67,50%,0.73,67%,0.00,0%,25%,1.0,
2020-06-25 23:42:55.846319,Joaquim Silva,11-3-0,5-8,155,69,Southpaw,Feb 05 1989,3.92,37%,4.43,56%,0.24,50%,64%,0.7,
2020-06-25 23:42:56.435930,Felipe Silva,8-2-0,6-0,155,77,Orthodox,May 08 1984,5.40,50%,1.80,59%,1.00,100%,71%,0.0,
2020-06-25 23:42:56.723261,Dayana Silva,7-4-0,5-7,135,,Orthodox,Aug 27 1990,6.33,51%,5.93,57%,0.00,0%,42%,0.0,
2020-06-25 23:42:56.967298,Bruno Silva,10-5-1,5-4,135,65,Orthodox,Mar 16 1990,2.32,44%,3.75,52%,2.68,22%,100%,0.0,
2020-06-25 23:42:57.305738,Bruno Silva,19-6-0,6-0,185,,,Jul 13 1989,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:57.534955,Gabriel Silva,8-2-0,5-6,135,71,Orthodox,Aug 26 1994,1.30,34%,3.47,45%,1.50,25%,38%,0.5,
2020-06-25 23:42:57.787315,Douglas Silva de Andrade,26-3-0 (1 NC),5-7,145,68,Orthodox,Jun 22 1985,3.96,38%,4.43,58%,0.65,50%,65%,0.0,
2020-06-25 23:42:58.070844,Leonardo Silva de Oliveira,12-4-0,6-2,185,,Orthodox,Apr 23 1992,1.07,40%,0.54,50%,24.11,50%,0%,0.0,
2020-06-25 23:42:58.308708,Marcus Silveira,6-4-0 (1 NC),6-3,242,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:58.542390,Elias Silverio,13-3-0,5-11,155,73,Orthodox,Sep 22 1986,3.67,49%,2.97,51%,1.62,38%,85%,0.2,
2020-06-25 23:42:58.830176,Ricky Simon,16-3-0,5-6,135,69,Orthodox,Aug 31 1992,3.21,41%,3.68,63%,6.61,51%,72%,0.2,
2020-06-25 23:42:59.139580,Aaron Simpson,12-5-0,6-0,170,73,Orthodox,Jul 20 1974,3.60,52%,2.53,56%,3.78,34%,83%,0.5,
2020-06-25 23:42:59.448144,Wes Sims,24-14-1 (2 NC),6-10,260,,Orthodox,Aug 04 1979,0.98,51%,2.95,37%,0.00,0%,40%,2.3,
2020-06-25 23:42:59.688394,Marlon Sims,3-4-0,,170,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:42:59.966822,Tony Sims,12-4-0,5-11,155,70,Southpaw,Oct 14 1985,1.81,63%,0.76,65%,0.71,50%,50%,0.7,
2020-06-25 23:43:00.218773,Everett Sims,4-1-0,6-5,260,77,Southpaw,Sep 04 1988,0.81,66%,2.19,30%,0.00,0%,42%,1.2,
2020-06-25 23:43:00.485555,Lodune Sincaid,15-9-0,5-9,185,,Orthodox,May 07 1973,2.72,42%,6.17,57%,0.00,0%,75%,0.0,
2020-06-25 23:43:00.754478,Rob Sinclair,13-5-0,5-8,155,,,Feb 20 1980,1.20,33%,1.73,73%,0.00,0%,50%,0.0,
2020-06-25 23:43:00.968102,Rory Singer,11-9-0,6-2,185,77,Orthodox,May 28 1976,2.55,39%,2.42,63%,0.39,25%,64%,0.8,
2020-06-25 23:43:01.247946,Elvis Sinosic,7-11-2,6-3,205,77,Orthodox,Feb 13 1971,1.13,37%,4.60,53%,0.00,0%,0%,1.2,
2020-06-25 23:43:01.526973,Mitchell Sipe,4-1-0,6-2,245,,Orthodox,Apr 09 1996,5.50,56%,9.98,46%,1.53,20%,0%,0.0,
2020-06-25 23:43:01.808516,AJ Siscoe,1-2-0,5-7,135,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
